Year,Month,News_Based_Policy_Uncert_Index
2015,6.0,115.8802866512416
2015,5.0,102.3186965021414
2015,4.0,103.5449569820734
2015,3.0,95.97896260680174
2015,2.0,87.60946941534985
2015,1.0,120.5442299517184
2014,12.0,87.41532796064575
2014,11.0,93.18594252758307
2014,10.0,113.3345833818482
2014,9.0,86.21660154224651
2014,8.0,63.87733631975924
2014,7.0,78.50598746054466
2014,6.0,85.96846751882667
2014,5.0,102.0150429084322
2014,4.0,96.99343088939669
2014,3.0,101.018731988971
2014,2.0,93.36929825576232
2014,1.0,107.7051288323345
2013,12.0,115.0207376276682
2013,11.0,89.91517306848463
2013,10.0,225.3733071423228
2013,9.0,179.8897364371778
2013,8.0,108.758378248946
2013,7.0,91.43749002531645
2013,6.0,126.6258694244252
2013,5.0,109.0280431568297
2013,4.0,135.4405916493297
2013,3.0,146.1158615985082
2013,2.0,128.5625134303117
2013,1.0,199.3589422414856
2012,12.0,214.9519488322955
2012,11.0,205.8646602342428
2012,10.0,166.1284040966767
2012,9.0,182.1071854846393
2012,8.0,142.9553013278581
2012,7.0,180.8035422120983
2012,6.0,197.4609789217969
2012,5.0,135.8798510965026
2012,4.0,96.96967116682289
2012,3.0,98.74810531454743
2012,2.0,119.4354400314271
2012,1.0,154.4180208360814
2011,12.0,183.0886070839736
2011,11.0,143.7145628597654
2011,10.0,137.8392521317936
2011,9.0,214.42610531268
2011,8.0,283.6655747590031
2011,7.0,207.1603072762262
2011,6.0,139.0378982243928
2011,5.0,84.54916109828461
2011,4.0,124.8465873932551
2011,3.0,153.8417288194156
2011,2.0,104.5623700571825
2011,1.0,111.4928249170021
2010,12.0,151.5533295343271
2010,11.0,175.0442836037294
2010,10.0,154.7627408733889
2010,9.0,186.7412480742999
2010,8.0,127.228173207006
2010,7.0,196.947246910094
2010,6.0,129.7321982585258
2010,5.0,147.7632571041711
2010,4.0,123.7022048675256
2010,3.0,124.6875088805315
2010,2.0,116.7215570927467
2010,1.0,136.8638567524851
2009,12.0,108.3960871457085
2009,11.0,99.77926919298855
2009,10.0,86.24175958283952
2009,9.0,99.00963605868142
2009,8.0,111.1743394482835
2009,7.0,104.355107099051
2009,6.0,112.4726351321039
2009,5.0,125.9446212832264
2009,4.0,107.9272480066269
2009,3.0,167.9912194426288
2009,2.0,202.5479667302063
2009,1.0,184.8178304010666
2008,12.0,157.8286770269661
2008,11.0,162.7133840241427
2008,10.0,241.7722778211416
2008,9.0,238.17187424023
2008,8.0,81.1630782735328
2008,7.0,115.1027243056809
2008,6.0,89.13688332817846
2008,5.0,88.67343413142108
2008,4.0,98.1976986520828
2008,3.0,114.4745760620334
2008,2.0,108.3147367453973
2008,1.0,177.0422066209102
2007,12.0,116.9908972085315
2007,11.0,106.5661652148996
2007,10.0,90.64007584792559
2007,9.0,109.8926554644736
2007,8.0,90.0072966190591
2007,7.0,44.782750655359
2007,6.0,68.75923280644103
2007,5.0,71.13732014761729
2007,4.0,59.84139351214012
2007,3.0,72.52986574387415
2007,2.0,50.86002527277037
2007,1.0,74.5100265359479
2006,12.0,51.03903886406231
2006,11.0,49.59913098535966
2006,10.0,55.62951083270926
2006,9.0,61.75134643114063
2006,8.0,71.51509490076546
2006,7.0,84.47445648144311
2006,6.0,82.58628252380929
2006,5.0,67.80979905027529
2006,4.0,81.65172364535397
2006,3.0,55.00807287658311
2006,2.0,69.49174527895298
2006,1.0,75.0792378739031
2005,12.0,70.02675640647561
2005,11.0,60.06785222693027
2005,10.0,79.82999973324895
2005,9.0,105.7698563692005
2005,8.0,59.61723243978165
2005,7.0,71.93954705749206
2005,6.0,82.0055894646693
2005,5.0,75.09076519417845
2005,4.0,78.39587328372458
2005,3.0,49.30863986934948
2005,2.0,51.69568735068457
2005,1.0,66.73432810959338
2004,12.0,66.53287700707968
2004,11.0,96.69576749080885
2004,10.0,118.3414529390377
2004,9.0,108.5095798743633
2004,8.0,84.44987824707995
2004,7.0,88.95650111507221
2004,6.0,85.27448960446613
2004,5.0,97.20803838432163
2004,4.0,79.72691950012862
2004,3.0,84.33089610192823
2004,2.0,88.90148508207112
2004,1.0,88.27759572857266
2003,12.0,90.34358991197523
2003,11.0,78.69609964329601
2003,10.0,78.58598676467068
2003,9.0,109.5539600244485
2003,8.0,91.71417654404974
2003,7.0,103.7482471397236
2003,6.0,110.6955418572809
2003,5.0,122.3098304707012
2003,4.0,176.5798668938403
2003,3.0,224.6472034516017
2003,2.0,161.7597671599464
2003,1.0,185.5916265213857
2002,12.0,160.4113150728941
2002,11.0,162.2214061864004
2002,10.0,128.9736134106315
2002,9.0,149.8482072027525
2002,8.0,136.1190661974469
2002,7.0,139.6611168980289
2002,6.0,111.1499479916899
2002,5.0,98.64004001359024
2002,4.0,106.1646487516298
2002,3.0,97.51299569010776
2002,2.0,104.609425722256
2002,1.0,148.4497314528814
2001,12.0,149.7089302168125
2001,11.0,172.4888281331059
2001,10.0,247.2942497968661
2001,9.0,272.7644685794166
2001,8.0,95.39996953368582
2001,7.0,120.2945914828586
2001,6.0,93.46123235104056
2001,5.0,117.4362554934989
2001,4.0,148.7580033744109
2001,3.0,137.3741569863686
2001,2.0,128.625655351071
2001,1.0,142.6141247131186
2000,12.0,149.4485001795515
2000,11.0,166.1840323907764
2000,10.0,89.91344671287975
2000,9.0,73.55099246733765
2000,8.0,58.9064610781457
2000,7.0,86.65834800601013
2000,6.0,109.5842293823177
2000,5.0,118.1432082152801
2000,4.0,70.59974192111534
2000,3.0,73.29862438174338
2000,2.0,73.3651997030655
2000,1.0,88.98869391073669
1999,12.0,79.32242992747162
1999,11.0,76.31718243112634
1999,10.0,65.3370789914859
1999,9.0,77.49835238828636
1999,8.0,77.02533663214793
1999,7.0,86.52993788376686
1999,6.0,74.92561924374593
1999,5.0,64.77645683453999
1999,4.0,69.78789408995442
1999,3.0,67.02757147960898
1999,2.0,94.9962815962865
1999,1.0,123.3228374728317
1998,12.0,110.8949835165973
1998,11.0,113.5047460436146
1998,10.0,145.0232340405699
1998,9.0,169.0372651765772
1998,8.0,130.4670375017141
1998,7.0,101.4185201493437
1998,6.0,80.88773246542675
1998,5.0,80.12714109527326
1998,4.0,74.45728445332433
1998,3.0,83.34761451406713
1998,2.0,101.1494696121252
1998,1.0,107.9537597397946
1997,12.0,103.6995252416896
1997,11.0,85.98280737802611
1997,10.0,92.92955831425789
1997,9.0,54.41430431879225
1997,8.0,58.9150257557291
1997,7.0,76.70619865829349
1997,6.0,84.47804647674762
1997,5.0,75.86949851140297
1997,4.0,71.10443874077556
1997,3.0,70.45269280548638
1997,2.0,92.08614082091208
1997,1.0,75.44551573321536
1996,12.0,67.17334641709162
1996,11.0,74.3711974271964
1996,10.0,55.67024217978777
1996,9.0,78.98076227056822
1996,8.0,88.64742317687785
1996,7.0,69.6936720887051
1996,6.0,82.24293662564388
1996,5.0,62.1096105748348
1996,4.0,70.88105946563621
1996,3.0,76.6304553233783
1996,2.0,82.02139498574057
1996,1.0,101.57821855006
1995,12.0,90.67060646748811
1995,11.0,101.2001238730434
1995,10.0,79.90552416007453
1995,9.0,70.38091610462732
1995,8.0,55.88800948073219
1995,7.0,81.6529427313606
1995,6.0,75.8233853357174
1995,5.0,67.30165511787013
1995,4.0,65.99556422083535
1995,3.0,86.48618206747146
1995,2.0,100.5155575460657
1995,1.0,122.4063772141977
1994,12.0,94.76318667221287
1994,11.0,94.68728008930799
1994,10.0,61.68622431713445
1994,9.0,85.29349647378884
1994,8.0,88.99729445095
1994,7.0,75.43204598904657
1994,6.0,87.46889796697059
1994,5.0,94.50387600337432
1994,4.0,106.3544522885795
1994,3.0,83.22688321376525
1994,2.0,96.14565340898578
1994,1.0,82.292792334517
1993,12.0,77.27201262059008
1993,11.0,89.25749665503251
1993,10.0,78.82250778696172
1993,9.0,116.0272916282491
1993,8.0,115.5761799875649
1993,7.0,106.5029878371963
1993,6.0,120.6800582833072
1993,5.0,133.5057690106763
1993,4.0,89.65112958727644
1993,3.0,109.796813640726
1993,2.0,106.9761210799595
1993,1.0,83.46497781036663
1992,12.0,87.87209518675475
1992,11.0,108.1500623642074
1992,10.0,161.2542436336425
1992,9.0,141.4432517121603
1992,8.0,122.4071178343021
1992,7.0,119.613172953599
1992,6.0,122.2935048603586
1992,5.0,78.68047116353368
1992,4.0,89.85422177022748
1992,3.0,96.82840989020882
1992,2.0,154.5969438782896
1992,1.0,116.3648599106834
1991,12.0,171.0109781598804
1991,11.0,140.6123629340645
1991,10.0,108.1209636534533
1991,9.0,127.2944517285536
1991,8.0,99.1220876351474
1991,7.0,80.64899574924756
1991,6.0,85.9190353459905
1991,5.0,82.14782292687619
1991,4.0,93.01464313403947
1991,3.0,107.9374781057991
1991,2.0,106.5180636916813
1991,1.0,204.0105505822787
1990,12.0,134.0615437084288
1990,11.0,152.4486032546545
1990,10.0,137.6742366499334
1990,9.0,165.9384418554189
1990,8.0,139.3226840178918
1990,7.0,86.28017835824672
1990,6.0,100.8643396347432
1990,5.0,97.38793637078642
1990,4.0,88.44817178422947
1990,3.0,104.4614083156184
1990,2.0,110.4462668829509
1990,1.0,92.32149379247754
1989,12.0,103.796680676249
1989,11.0,105.0474780917237
1989,10.0,76.44955399464676
1989,9.0,74.69547791556961
1989,8.0,83.10930612101801
1989,7.0,78.25659479674692
1989,6.0,95.7862993902311
1989,5.0,83.75286515339579
1989,4.0,92.37982687533714
1989,3.0,72.52324803386588
1989,2.0,51.35064106080927
1989,1.0,87.42640643008654
1988,12.0,77.82810148147189
1988,11.0,102.23399611028
1988,10.0,98.25379827201358
1988,9.0,85.35680233220376
1988,8.0,94.88969063887849
1988,7.0,80.83589433203447
1988,6.0,88.2859453115135
1988,5.0,99.127443743271
1988,4.0,97.8568013114887
1988,3.0,82.3536346655524
1988,2.0,102.032894303291
1988,1.0,142.8728466506383
1987,12.0,149.0111468068191
1987,11.0,183.1025342795171
1987,10.0,170.3220901425827
1987,9.0,59.8695948457739
1987,8.0,52.79015023144958
1987,7.0,81.3894136598218
1987,6.0,106.5728492139773
1987,5.0,87.58505029098063
1987,4.0,79.53235921534353
1987,3.0,99.05957577157308
1987,2.0,76.9660740779089
1987,1.0,110.4333286233186
1986,12.0,87.97967601765899
1986,11.0,98.32894297687504
1986,10.0,91.82046226341731
1986,9.0,125.8942151397796
1986,8.0,118.3026079500669
1986,7.0,130.8210516397796
1986,6.0,115.0522832732502
1986,5.0,132.3861722681955
1986,4.0,102.4773575641159
1986,3.0,120.1600605346473
1986,2.0,118.9935278855586
1986,1.0,144.2664733185726
1985,12.0,104.1772170141774
1985,11.0,85.09913268294964
1985,10.0,93.0991037655582
1985,9.0,111.1844593834607
1985,8.0,111.2470107675991
1985,7.0,111.415114817042
1985,6.0,119.5971494980842
1985,5.0,98.05365256517307
1985,4.0,84.77886286583256
1985,3.0,100.7614751453628
1985,2.0,78.31319296403001
1985,1.0,103.7488030104878
1984,12.0,129.8712247658019
1984,11.0,106.90444738344
1984,10.0,91.10417046317535
1984,9.0,88.63725018460241
1984,8.0,103.4307705529562
1984,7.0,98.23896205749597
1984,6.0,107.4372008137727
1984,5.0,85.63728013113811
1984,4.0,88.73534023351917
1984,3.0,99.4737557472964
1984,2.0,122.9415776922144
1984,1.0,120.5057735923008
1983,12.0,81.43585515072274
1983,11.0,99.47738596814001
1983,10.0,97.20953514684756
1983,9.0,90.22024873082944
1983,8.0,84.14592613967697
1983,7.0,108.5904997499413
1983,6.0,106.1084658988767
1983,5.0,97.01246601533803
1983,4.0,103.4535149978334
1983,3.0,104.2108235174914
1983,2.0,115.9887416569115
1983,1.0,119.6069605458822
1982,12.0,111.5471294117015
1982,11.0,103.1501322559043
1982,10.0,108.5527899048517
1982,9.0,114.947386877777
1982,8.0,116.8739228536318
1982,7.0,108.7554895829758
1982,6.0,125.7278092327444
1982,5.0,119.34410292235
1982,4.0,110.7338117704566
1982,3.0,118.2138447756172
1982,2.0,101.9360085990704
1982,1.0,123.959447165075
1981,12.0,87.04099021937527
1981,11.0,78.63443595156127
1981,10.0,101.4203690670004
1981,9.0,111.7770187030827
1981,8.0,79.28535677466
1981,7.0,100.1271954991438
1981,6.0,104.646005501885
1981,5.0,80.36582903553777
1981,4.0,92.28021384422125
1981,3.0,81.11209872038566
1981,2.0,80.03088559811125
1981,1.0,109.1692606730061
1980,12.0,85.77848831334005
1980,11.0,96.39214276792104
1980,10.0,87.09196148346497
1980,9.0,80.98444830174247
1980,8.0,94.45908721177577
1980,7.0,102.0649925682276
1980,6.0,77.26161978356448
1980,5.0,81.98950087244101
1980,4.0,95.02695747230979
1980,3.0,83.00114710956979
1980,2.0,77.0704775432282
1980,1.0,104.4327855919285
1979,12.0,105.3691603111573
1979,11.0,116.156398590974
1979,10.0,120.1610507844385
1979,9.0,94.93368302247126
1979,8.0,65.00688324925893
1979,7.0,129.5965874460629
1979,6.0,93.99671561412504
1979,5.0,94.07613595584618
1979,4.0,95.04792384983504
1979,3.0,90.83338562269891
1979,2.0,108.8781762302615
1979,1.0,85.15001559055987
1978,12.0,92.04876874390706
1978,11.0,93.70518665454235
1978,10.0,77.39667881617423
1978,9.0,83.70163156010456
1978,8.0,76.22604372332387
1978,7.0,103.3646116302351
1978,6.0,82.96484490113382
1978,5.0,79.21830881826298
1978,4.0,85.06933578446443
1978,3.0,101.8834815260478
1978,2.0,97.02513474522078
1978,1.0,109.3701822837783
1977,12.0,117.1155918412198
1977,11.0,97.80889201673928
1977,10.0,97.91661326381254
1977,9.0,73.68521511182088
1977,8.0,71.94802849172257
1977,7.0,80.22699160980513
1977,6.0,70.41492696056007
1977,5.0,98.4183246016255
1977,4.0,83.68355454202626
1977,3.0,62.1565894237603
1977,2.0,72.60132747990457
1977,1.0,79.98650800045178
1976,12.0,79.4903531231137
1976,11.0,99.77876838429816
1976,10.0,70.57358242865315
1976,9.0,75.0714112366412
1976,8.0,79.23853433439157
1976,7.0,54.34527283647263
1976,6.0,62.33986371606416
1976,5.0,80.2910020344759
1976,4.0,64.39155340765537
1976,3.0,75.14357113667515
1976,2.0,65.12679166630711
1976,1.0,86.63314602051817
1975,12.0,100.8637598996955
1975,11.0,95.7226263237663
1975,10.0,105.8166405947353
1975,9.0,85.79560221160271
1975,8.0,81.19626057504537
1975,7.0,81.98846366648571
1975,6.0,79.60192684944954
1975,5.0,77.82867509656218
1975,4.0,83.954265296363
1975,3.0,86.50275441470737
1975,2.0,78.77193982677994
1975,1.0,96.24026618160731
1974,12.0,120.3801975855682
1974,11.0,93.21525501293617
1974,10.0,91.89881839722463
1974,9.0,77.50254790975583
1974,8.0,112.0144647807098
1974,7.0,92.50795463755217
1974,6.0,90.92058500908489
1974,5.0,105.9060625653113
1974,4.0,77.31370233974916
1974,3.0,99.99369227546701
1974,2.0,109.7260180125904
1974,1.0,118.7115554618882
1973,12.0,112.0203175857433
1973,11.0,101.7200475019463
1973,10.0,103.7181506887176
1973,9.0,62.64526160099219
1973,8.0,99.787658721058
1973,7.0,80.31189432586147
1973,6.0,98.06448919858434
1973,5.0,82.02454361650268
1973,4.0,72.55245285356742
1973,3.0,82.17805009788904
1973,2.0,82.5668541588522
1973,1.0,92.82370976480541
1972,12.0,66.0583211520019
1972,11.0,75.42695062089466
1972,10.0,56.23511394735117
1972,9.0,63.52884994570959
1972,8.0,60.90557827798715
1972,7.0,64.58624437408163
1972,6.0,57.13097836541111
1972,5.0,72.42741767565438
1972,4.0,58.78318818331341
1972,3.0,62.70855339010819
1972,2.0,53.16699205400884
1972,1.0,83.31001222583413
1971,12.0,80.25195863887231
1971,11.0,113.8812873279943
1971,10.0,72.91774938241477
1971,9.0,77.7932619218022
1971,8.0,97.00557600434917
1971,7.0,71.03269423615862
1971,6.0,71.19012728294723
1971,5.0,56.69859683709689
1971,4.0,54.90763849682953
1971,3.0,56.23683274579141
1971,2.0,59.02602032329414
1971,1.0,69.00331928983458
1970,12.0,70.27073310692963
1970,11.0,58.35181422649863
1970,10.0,47.58483109726648
1970,9.0,58.80250243992415
1970,8.0,43.84640744668897
1970,7.0,49.26200794423595
1970,6.0,69.62145699613144
1970,5.0,75.37849828555359
1970,4.0,42.45149138323006
1970,3.0,40.65895500818785
1970,2.0,42.54625496447586
1970,1.0,56.04300858719923
1969,12.0,74.22594021078156
1969,11.0,54.52425754128988
1969,10.0,55.90608999248391
1969,9.0,47.24719833297011
1969,8.0,51.62115511543788
1969,7.0,63.03061324784694
1969,6.0,50.30534082329954
1969,5.0,51.76622318551637
1969,4.0,53.19501143203023
1969,3.0,57.02036035027696
1969,2.0,59.5917791288477
1969,1.0,65.94763645934204
1968,12.0,56.19827831870963
1968,11.0,67.5794948146783
1968,10.0,53.07360647496081
1968,9.0,42.70125798588347
1968,8.0,52.04849137764091
1968,7.0,56.49348195081972
1968,6.0,54.04080843690439
1968,5.0,60.48408741220371
1968,4.0,76.41503746560987
1968,3.0,91.10498541071166
1968,2.0,60.62426579706429
1968,1.0,106.3966609821745
1967,12.0,67.47095121145475
1967,11.0,64.61830144671478
1967,10.0,62.87952938322763
1967,9.0,39.52046589133824
1967,8.0,46.59029134978642
1967,7.0,42.29845905313756
1967,6.0,77.29192101468757
1967,5.0,49.8178095726185
1967,4.0,43.05897550264307
1967,3.0,49.3580013554002
1967,2.0,49.59184684663955
1967,1.0,66.87755827580607
1966,12.0,61.44903715550146
1966,11.0,49.02821431329438
1966,10.0,56.47536788967157
1966,9.0,49.38844335018864
1966,8.0,46.76254162450809
1966,7.0,46.00615177298192
1966,6.0,34.28120522342244
1966,5.0,51.00079482495105
1966,4.0,29.71722490132731
1966,3.0,47.21397810794422
1966,2.0,45.87563422073368
1966,1.0,59.78346960661753
1965,12.0,55.07959242699253
1965,11.0,34.24488078914457
1965,10.0,38.31512885066869
1965,9.0,37.94491300214755
1965,8.0,44.43222877886387
1965,7.0,41.3900963033161
1965,6.0,45.55638222768826
1965,5.0,40.64967201488778
1965,4.0,43.39658604109754
1965,3.0,25.87400640619333
1965,2.0,38.10833961763509
1965,1.0,36.32917579080245
1964,12.0,50.15733153347633
1964,11.0,43.7986218866049
1964,10.0,36.56494011305912
1964,9.0,43.92897644934587
1964,8.0,52.33498247972637
1964,7.0,35.53629110687719
1964,6.0,40.30654946764223
1964,5.0,28.51547362981756
1964,4.0,34.70920826088246
1964,3.0,44.78541963248993
1964,2.0,35.37896918929806
1964,1.0,49.51094478212511
1963,12.0,49.66394006914778
1963,11.0,39.34792668067188
1963,10.0,34.41059666634776
1963,9.0,47.05776748246007
1963,8.0,41.85039348905619
1963,7.0,49.30331096709933
1963,6.0,45.99354972062486
1963,5.0,39.97427313124365
1963,4.0,34.92399138838594
1963,3.0,40.60670946249592
1963,2.0,54.32713654948259
1963,1.0,58.06333020725618
1962,12.0,41.24828802338287
1962,11.0,38.79069518979379
1962,10.0,43.53244520401565
1962,9.0,49.97210136708532
1962,8.0,55.1224660760168
1962,7.0,51.63606124673852
1962,6.0,53.72514221301877
1962,5.0,29.90237357296468
1962,4.0,35.0668739173443
1962,3.0,31.64882836913513
1962,2.0,28.51025055697116
1962,1.0,43.64852336764313
1961,12.0,34.20831927921978
1961,11.0,37.85669122703419
1961,10.0,29.784791460702
1961,9.0,34.10834744235552
1961,8.0,39.54564036159648
1961,7.0,34.11669695029579
1961,6.0,42.02440701390189
1961,5.0,34.99201728182655
1961,4.0,22.45348638091934
1961,3.0,29.45774560576379
1961,2.0,30.76358790350319
1961,1.0,45.98219231541418
1960,12.0,33.63793008993715
1960,11.0,49.29368717755681
1960,10.0,32.35335051428167
1960,9.0,33.1234685274878
1960,8.0,37.13847796327752
1960,7.0,38.62143058650063
1960,6.0,33.49145438320502
1960,5.0,34.76274290540455
1960,4.0,34.0780980715302
1960,3.0,26.08686329406551
1960,2.0,43.3934077457059
1960,1.0,45.83526468323009
1959,12.0,33.62504651024936
1959,11.0,27.31973815284862
1959,10.0,26.40721917059195
1959,9.0,33.90535882828674
1959,8.0,30.14625773612867
1959,7.0,31.60496196583935
1959,6.0,27.02228971070668
1959,5.0,26.52694237229096
1959,4.0,30.38309630741049
1959,3.0,32.48157880481426
1959,2.0,35.48417150762269
1959,1.0,32.46114584749458
1958,12.0,36.66877924641391
1958,11.0,34.48323812628953
1958,10.0,30.09058941078422
1958,9.0,23.56076300712799
1958,8.0,30.38144418649596
1958,7.0,44.65729506255288
1958,6.0,42.00758946019788
1958,5.0,53.7462938058932
1958,4.0,39.66128882561391
1958,3.0,39.76089023177985
1958,2.0,41.42732458849787
1958,1.0,49.83979833887114
1957,12.0,44.43880762806614
1957,11.0,38.60612439004579
1957,10.0,23.64754010251787
1957,9.0,25.65645245706637
1957,8.0,37.40061695125502
1957,7.0,41.4312363366722
1957,6.0,40.46621991584874
1957,5.0,32.47182166022034
1957,4.0,30.69218368209384
1957,3.0,30.22292207345426
1957,2.0,43.27649240870019
1957,1.0,56.51106259176228
1956,12.0,40.62829075498041
1956,11.0,48.4642113492509
1956,10.0,33.70362967859227
1956,9.0,21.94447014973539
1956,8.0,28.82600568422438
1956,7.0,40.88738480261766
1956,6.0,29.77559737076955
1956,5.0,30.22887119046937
1956,4.0,38.20358475878871
1956,3.0,45.70792542637349
1956,2.0,50.98711111495488
1956,1.0,51.98445872712826
1955,12.0,28.03238013890247
1955,11.0,36.9756218110654
1955,10.0,30.72699675912254
1955,9.0,30.29513383378596
1955,8.0,32.80234215510885
1955,7.0,26.70714208979871
1955,6.0,23.62189888957974
1955,5.0,35.33110213446035
1955,4.0,40.43146610773178
1955,3.0,42.57159983285533
1955,2.0,53.74164119632222
1955,1.0,55.49054824371559
1954,12.0,32.90335860654239
1954,11.0,42.83280533547305
1954,10.0,43.42709471341168
1954,9.0,44.30973475554137
1954,8.0,36.31647001784986
1954,7.0,35.61130332328824
1954,6.0,57.60301079567418
1954,5.0,36.60058295485207
1954,4.0,33.64402737923159
1954,3.0,54.56203406390518
1954,2.0,66.41369013813411
1954,1.0,70.05537951615072
1953,12.0,52.9791096038178
1953,11.0,56.21800745770248
1953,10.0,47.95166861781887
1953,9.0,33.66580129567921
1953,8.0,44.87316725630944
1953,7.0,53.86238678674862
1953,6.0,74.4491617495929
1953,5.0,44.27015053111824
1953,4.0,58.25757665684444
1953,3.0,72.7611016487066
1953,2.0,42.60120465426557
1953,1.0,42.51709465990363
1952,12.0,48.10459722731584
1952,11.0,50.28921967930838
1952,10.0,63.92606278352475
1952,9.0,40.62543102998932
1952,8.0,41.55663453666958
1952,7.0,58.37101735389985
1952,6.0,65.03535455273229
1952,5.0,62.85959280304371
1952,4.0,42.34791155136409
1952,3.0,43.06722869860178
1952,2.0,42.19240474420677
1952,1.0,70.91930539940097
1951,12.0,35.97960774940601
1951,11.0,41.27049163944055
1951,10.0,45.35029681298148
1951,9.0,51.52090915985686
1951,8.0,55.52988798387783
1951,7.0,88.51915687797602
1951,6.0,60.47436731067962
1951,5.0,65.61259670993394
1951,4.0,60.76774101513998
1951,3.0,54.94166626077777
1951,2.0,51.64266973039666
1951,1.0,97.29051129750164
1950,12.0,67.387685799085
1950,11.0,72.26731752783783
1950,10.0,55.63600156172033
1950,9.0,57.42730810684411
1950,8.0,66.34370837060634
1950,7.0,78.2022174127543
1950,6.0,60.90484482520447
1950,5.0,41.58758031720775
1950,4.0,42.23950871180593
1950,3.0,39.71388998477623
1950,2.0,49.59324707467922
1950,1.0,74.30217484849709
1949,12.0,48.7278320600217
1949,11.0,37.55261207539221
1949,10.0,48.691026065836
1949,9.0,53.80079157023095
1949,8.0,52.86466133526296
1949,7.0,66.25606446738236
1949,6.0,56.18190528184361
1949,5.0,44.31493560254587
1949,4.0,54.1527896370084
1949,3.0,58.47041131887473
1949,2.0,72.50230394562801
1949,1.0,102.5613697039847
1948,12.0,58.42698943241695
1948,11.0,68.20144054855396
1948,10.0,68.99615516012895
1948,9.0,76.21752381726236
1948,8.0,51.40392714532545
1948,7.0,65.23048262738256
1948,6.0,54.7126956375284
1948,5.0,51.27586184430012
1948,4.0,64.30473926919564
1948,3.0,52.88775398499661
1948,2.0,63.11258956138651
1948,1.0,88.50567320055694
1947,12.0,87.83045212364802
1947,11.0,101.6655201031527
1947,10.0,63.51749994911288
1947,9.0,84.24446070543172
